sentence,q1,q2,q3,q4,img_file
asian people are standing in front of a vegetable market .,outdoors,man-made,work_education,NA,4024855306.jpg
a woman shopping for vegetables at a market .,outdoors,man-made,work_education,NA,4024855306.jpg
a shop on the street selling vegetables .,outdoors,man-made,work_education,NA,4024855306.jpg
a peoples buy any vegetables,outdoors,man-made,work_education,NA,4024855306.jpg
"one child sitting on the grass , and the other child is holding a stick .",outdoors,man-made,other_unclear,NA,4029918745.jpg
two children are sitting while one is standing over them .,outdoors,man-made,other_unclear,NA,4029918745.jpg
"two boys , one standing up , playing with sticks .",outdoors,man-made,other_unclear,NA,4029918745.jpg
three toddlers sit amidst cut down foliage .,outdoors,man-made,other_unclear,NA,4029918745.jpg
two young kids are playing in the grass .,outdoors,man-made,other_unclear,NA,4029918745.jpg
two men talking and observing fruit that 's on show and for sale at an open fruit market while another woman is also observing the wares .,outdoors,man-made,work_education,NA,4031513473.jpg
a few men stand in the background of fruit market illuminated by red light .,outdoors,man-made,work_education,NA,4031513473.jpg
there are two men standing beside a market of fruits and vegetables .,outdoors,man-made,work_education,NA,4031513473.jpg
two men selling fruit at a fruit market .,outdoors,man-made,work_education,NA,4031513473.jpg
merchants and customers at a market .,outdoors,man-made,work_education,NA,4031513473.jpg
a group of people holding papers and microphones stand in front of a man with his face painted like a mime .,indoors,man-made,recreation,NA,4037148542.jpg
woman in black dress holds a piece of paper in her hands as she talks into a microphone .,indoors,man-made,recreation,NA,4037148542.jpg
"four people looking at paper with , two of them have microphones and are singing .",indoors,man-made,recreation,NA,4037148542.jpg
a woman and men are singing into a microphone,indoors,man-made,recreation,NA,4037148542.jpg
four individuals make music together .,indoors,man-made,recreation,NA,4037148542.jpg
there are two shadowy men standing along side a stream that runs through a paved courtyard in front of some stairs .,outdoors,man-made,transportation_urban,NA,4038718263.jpg
"two shadowy figures standing under a bridge , two cans at their feet .",outdoors,man-made,transportation_urban,NA,4038718263.jpg
two people are standing along a small canal on a dimly light street .,outdoors,man-made,transportation_urban,NA,4038718263.jpg
two men are having a conversation next to a canal at night .,outdoors,man-made,transportation_urban,NA,4038718263.jpg
two men are standing in a dark alley at night .,outdoors,man-made,transportation_urban,NA,4038718263.jpg
"a man in a white shirt , blue jeans , and open-toed sandals is sitting on a subway seat .",indoors,man-made,transportation_urban,NA,4042673790.jpg
a man in blue jeans and a white shirt sitting on a orange and yellow bench .,indoors,man-made,transportation_urban,NA,4042673790.jpg
a man in sandals sits on yellow and orange seats on public transit .,indoors,man-made,transportation_urban,NA,4042673790.jpg
a man sits with his head down on a subway .,indoors,man-made,transportation_urban,NA,4042673790.jpg
a depressed man sitting on a subway train .,indoors,man-made,transportation_urban,NA,4042673790.jpg
male conductor of a train or trolley looking out the window of the train or trolley .,outdoors,man-made,transportation_urban,NA,4043081763.jpg
a train conductor looks out the window of his train while smiling .,outdoors,man-made,transportation_urban,NA,4043081763.jpg
a conductor looks outside the window of a motionless train .,outdoors,man-made,transportation_urban,NA,4043081763.jpg
rail conductor in an olive train smiles for a photo .,outdoors,man-made,transportation_urban,NA,4043081763.jpg
"a man who is in a train , thinks he is a conductor .",outdoors,man-made,transportation_urban,NA,4043081763.jpg
a middle-aged man is using a hammer and metal spike and splitting a log .,indoors,man-made,work_education,NA,4043318461.jpg
a gloved hand holds what appears to be an oversize nail against a log .,indoors,man-made,work_education,NA,4043318461.jpg
a man with a mustache prepares to hammer a nail into a piece of tree .,indoors,man-made,work_education,NA,4043318461.jpg
a white man is splitting wood indoors,indoors,man-made,work_education,NA,4043318461.jpg
man hitting a nail into a tree log .,indoors,man-made,work_education,NA,4043318461.jpg
two middle-aged men are playing the drums wearing black rock-band t-shirts in a basement .,indoors,man-made,recreation,NA,4043955739.jpg
two men wearing black shirts are sitting behind their own colorful drum sets .,indoors,man-made,recreation,NA,4043955739.jpg
two older men playing drum sets in a studio .,indoors,man-made,recreation,NA,4043955739.jpg
a pair of percussionists ply their trade .,indoors,man-made,recreation,NA,4043955739.jpg
two older men are playing drums .,indoors,man-made,recreation,NA,4043955739.jpg
a guitarist tuning his electric guitar on the set of what appears to be a television program .,indoors,man-made,recreation,NA,4045414573.jpg
a man with a guitar has wires placed on his fingers to track their motion .,indoors,man-made,recreation,NA,4045414573.jpg
a man in a brown shirt setting up an electric guitar .,indoors,man-made,recreation,NA,4045414573.jpg
a man is hooking some wires up to test a guitar .,indoors,man-made,recreation,NA,4045414573.jpg
the man with the tie is playing his guitar .,indoors,man-made,recreation,NA,4045414573.jpg
a small child with blond-hair and a pink shirt stands alone on a bridge .,outdoors,man-made,transportation_urban,NA,4046071738.jpg
blond child standing alone looking down a balloon filled street .,outdoors,man-made,transportation_urban,NA,4046071738.jpg
a child is standing on a walkway with the sun to her back .,outdoors,man-made,transportation_urban,NA,4046071738.jpg
a kid is standing on a boardwalk while the parents watch .,outdoors,man-made,transportation_urban,NA,4046071738.jpg
a little girl walking on a concrete boardwalk .,outdoors,man-made,transportation_urban,NA,4046071738.jpg
a young couple sit in a grassy field while embracing and smiling for the camera .,outdoors,natural,NA,field_forest,4048837850.jpg
a man and a woman are holding each other in the green grass while smiling .,outdoors,natural,NA,field_forest,4048837850.jpg
a young woman and a young man sitting in the grass,outdoors,natural,NA,field_forest,4048837850.jpg
a couple is posing for a picture in the field .,outdoors,natural,NA,field_forest,4048837850.jpg
a young couple pose in an outdoor setting .,outdoors,natural,NA,field_forest,4048837850.jpg
"a black man in a tan sarong and head wrap , works outside shoveling a sand from a yellow truck on to a road , he is surrounded by green grass , shrubs , and plums of dust .",outdoors,man-made,other_unclear,NA,4049278176.jpg
a man wearing a headscarf and loincloth is laying and smoothing an asphalt surface near a forest on a hot day .,outdoors,man-made,other_unclear,NA,4049278176.jpg
an african american in a mist of sand with lush greenery in the background .,outdoors,man-made,other_unclear,NA,4049278176.jpg
a person is holding a shovel between a truck and a cloud of dust .,outdoors,man-made,other_unclear,NA,4049278176.jpg
a man working very hard with his shovel in hand .,outdoors,man-made,other_unclear,NA,4049278176.jpg
"a woman standing by a car in a garage dressed for winter weather in a red knit scarf , black gloves and hat and red handbag .",outdoors,man-made,transportation_urban,NA,405051459.jpg
"the woman wears a blue coat , black hat , and red scarf , while holding a red bag .",outdoors,man-made,transportation_urban,NA,405051459.jpg
a lady standing outside a street with a red purse and scarf on .,outdoors,man-made,transportation_urban,NA,405051459.jpg
a person dressed in red and black outside a cracked wall .,outdoors,man-made,transportation_urban,NA,405051459.jpg
a woman is walking with a red bag .,outdoors,man-made,transportation_urban,NA,405051459.jpg
a smiling teen boy clutches the straps of his backpack as he looks at a girl .,outdoors,man-made,transportation_urban,NA,4052515931.jpg
a young guy in a black windbreaker smiles at someone .,outdoors,man-made,transportation_urban,NA,4052515931.jpg
a man in a black jacket clutching it to his chest .,outdoors,man-made,transportation_urban,NA,4052515931.jpg
"a man , in black jacket , is smiling at a woman .",outdoors,man-made,transportation_urban,NA,4052515931.jpg
a man in black talking to a woman on the street .,outdoors,man-made,transportation_urban,NA,4052515931.jpg
"a young , blindfolded boy wields a colorful stick , attempting to hit a pinata , while a woman holding a girl and a man look on .",outdoors,man-made,domestic,NA,405405965.jpg
a young boy is blindfolded with a mask and hitting a pinata while a young woman and toddler watch .,outdoors,man-made,domestic,NA,405405965.jpg
a boy is swinging a stick at a pinata while a woman and little girl look on .,outdoors,man-made,domestic,NA,405405965.jpg
children at a party hitting a dora pinata .,outdoors,man-made,domestic,NA,405405965.jpg
a child plays in his backyard .,outdoors,man-made,domestic,NA,405405965.jpg
a construction worker in blue jeans talks on the phone with someone while standing near a construction site .,outdoors,man-made,transportation_urban,NA,4054618575.jpg
a construction worker talks on the phone as the de meuter digs up debris .,outdoors,man-made,transportation_urban,NA,4054618575.jpg
a construction worker talks on the radio in the middle of a job site .,outdoors,man-made,transportation_urban,NA,4054618575.jpg
two workers wearing black and yellow jackets and white hard hats .,outdoors,man-made,transportation_urban,NA,4054618575.jpg
a construction guy with his hard hat on is talking on the phone .,outdoors,man-made,transportation_urban,NA,4054618575.jpg
a man with glasses and no shirt looks in the mirror as he shaves .,indoors,man-made,domestic,NA,4056875847.jpg
a naked man with glasses is shaving his face in his bathroom .,indoors,man-made,domestic,NA,4056875847.jpg
a young shirtless man with glasses shaving in a mirror .,indoors,man-made,domestic,NA,4056875847.jpg
a guy shaving his facial hair in the restroom .,indoors,man-made,domestic,NA,4056875847.jpg
a man wearing glasses is shaving in a mirror .,indoors,man-made,domestic,NA,4056875847.jpg
"a ribbon dancer is leaping through the air with her head back during a competition , green ribbon behind her .",indoors,man-made,recreation,NA,405703782.jpg
