Original Sentence,Processed Sentence
"['Many policemen in shield helmets and vests stand seemingly next to the picture, with the main focus looking away from the camera.']",['Many policemen in shield helmets and vests seem to stand.']
"['Three people, one man and two women, crowded around the outside grill.']",['Three men and two women crowded around the grill.']
"['When a hand man squats behind a small tree row, he places himself inside a pot of other small trees.']","['When the hand man squats, he places himself inside a pot of other small trees.']"
['But a man writing something nearby was waiting for a young well-dressed woman on the train bench.'],['But the man writing something waits for the young well-dressed woman on the train bench.']
"['A girl with a black top and low cut jeans walks on a piece of paper, her hands full of tears.']","['A girl with a black top and low cut jeans walks on a piece of paper, her hands full of tears.']"
['A mouthed man with black leather boots and a green jacket slept openly on a wooden bench in the grass.'],['The man in his black leather boots and green jacket slept with his mouth open.']
['And the two men walked in front of the blue buildings in a backpack.'],['And the two men were in a backpack walking.']
skip_because_no_change,skip
"['But the tiny white dog stood at the hind end, sniffing small brown down, and was tied to a pole.']","['But a husky, small brown down sniff, standing on a tiny white dog, is tied.']"
"['A man in a semi-beard and mustache standing singing on a guitar in a psychedelic button-up shirt stood with a mustache, semi-beard.']","['A man in a semi-beard and mustache standing singing on a guitar in a psychedelic button-up shirt stood with a mustache, semi-beard.']"
skip_because_no_change,skip
['A woman with brown hair and windblown brown hair drove a bike in a white blouse.'],['A woman with brown hair and windblown brown hair drove a bike in a white blouse.']
['A man in a running blue shirt stretched outside his apartment before his take.'],['Stretch.']
['Walked with a lady in a short black skirt with a straight dress.'],['Walked with a lady in a short black skirt with a straight dress.']
['A woman in a yellow shirt with big sunglasses walked on a brick-loaded road.'],['A woman in a yellow shirt with big sunglasses walked.']
['The people behind the fence walked down the grassy hill.'],['The people behind the fence walked.']
"['A man with a hand, a cypress shirt and glasses walked down the street in a pocket.']",['A man walking down the street with a one hand man with a Cypress shirt and glasses.']
"['In outdoor public areas, people in light green jackets carry multicolored umbrellas.']",['People in light green jackets carry multicolored umbrellas.']
"['People overlooking the city front and the river, next to light poles, sit next to the flag with an anchor.']","['a href=""http://www.theguardian.com/articles/2011/06/the-guardian-the-guardian-the-guardian-the-guardian-the-guardian-the-guardian-the-guardian-the-guardian-the-guardian-the-guardian-the-guard']"
"['A more old man, sitting down in front of someone wearing a black shoe and pant, looking white in a red coat and pant.']",['A man sitting down looking more like a man in black shoes and a red coat and pants.']
"['A young shoulder boy sat atop his, unflinching feet, while his dad, who had fallen off his feet, grasped his feet.']","['The young boy sat on his foot, not grasped, so that he fell on his shoulder atop.']"
['And one female in ski cap and blue sweatshirt jumped on the camera holding the camera.'],['And one female in ski cap and blue sweatshirt jumped on the camera holding the camera.']
"['The young woman in a sun-protected shoulder holding an umbrella, wearing a blue sweater, blue hat, blue jeans and black shirt, walked with the umbrella held by her.']","['The young woman, in her shoulder-holding umbrella, in a protective blue sweater, blue hat, blue jeans and black shirt, walked with it.']"
skip_because_no_change,skip
['A couple stood outside a cobbled German restaurant on the sidewalk.'],['A couple stood outside a cobbled German restaurant on the sidewalk.']
"['And the young boy holding the toys was standing on a shower stool, looking at the camera.']",['And a young boy holding a toy looked on in the camera and stood.']
['The young boy with blue paint and powder looked away.'],['The young boy with blue paint and powder looked away.']
"['A group of Japanese women in matching outfits walked across the crosswalk, staring at passers-by.']",['A group of Japanese women in matching outfits walked across the crosswalk.']
skip_because_no_change,skip
['A man who apparently has no home lay in front of a yellow garage door.'],['A man laid unharmed with no apparent home.']
